#{"t_start": 1780823610.8346288, "env_id": "None"}
r,l,t
3.412488,30,1437.363094
1.364585,30,1437.420112
3.314921,30,1437.476489
3.116562,30,1437.535092
3.1435,30,1437.590219
2.918142,15,1437.645457
3.24843,30,1437.862672
2.967747,15,1437.907348
2.215858,24,1437.972318
3.308719,30,1438.04934
4.200868,24,1438.157417
1.233296,30,1438.238547
4.237977,25,1438.310682
1.674444,13,1438.345642
3.264211,30,1438.427461
3.138698,30,1438.4977
0.97086,17,1438.527989
3.275442,30,1438.58504
4.151179,25,1438.631766
3.218467,30,1438.69051
3.215872,30,1438.746368
3.192505,30,1438.800681
3.228123,30,1438.860551
3.158997,30,1438.914333
3.191998,30,1438.973257
3.36606,30,1439.028466
3.200947,30,1439.100329
3.130019,30,1439.174342
3.30777,30,1439.253043
3.296211,30,1439.315552
4.090532,23,1439.360344
2.599578,30,1439.417156
3.107488,30,1439.472648
1.981989,19,1439.508362
1.335965,30,1439.562752
4.297798,22,1439.604182
3.200759,30,1439.65907
-0.643488,30,1439.713383
2.429264,10,1439.735606
3.052664,30,1439.799118
1.280232,30,1439.85427
0.989952,30,1439.910408
3.263974,30,1439.966272
1.449441,30,1440.025399
-0.484139,30,1440.081034
2.992534,22,1440.124385
1.898678,30,1440.180827
3.173828,30,1440.236238
4.272504,13,1440.26174
4.183329,17,1440.299405
2.925226,10,1440.322998
3.362894,30,1440.380849
3.922409,21,1440.420502
4.272367,15,1440.445944
3.025065,30,1440.50727
3.33755,30,1440.560609
1.231199,30,1440.620703
3.257875,30,1440.673747
1.217042,30,1440.734269
3.123053,30,1440.787205
3.277939,30,1440.843543
3.220424,30,1440.899329
3.30903,30,1440.95804
3.261081,30,1441.011242
3.281658,30,1441.075785
4.076122,19,1441.13812
4.28438,14,1441.179384
4.103379,17,1441.214464
3.932781,19,1441.250303
3.346402,30,1441.310688
3.087427,30,1441.36822
1.447145,30,1441.425724
1.030508,24,1441.4698
4.124575,14,1441.495066
3.302902,30,1441.552651
3.435116,13,1441.57694
3.154228,30,1441.631169
4.360303,21,1441.671947
3.240436,30,1441.72747
3.261991,30,1441.784526
3.796856,30,1441.838147
4.366409,21,1441.875678
4.461237,24,1441.922035
3.138685,30,1441.978566
2.976674,30,1442.031901
3.142372,30,1442.088213
3.23518,30,1442.145575
4.3951,21,1442.185481
4.037825,23,1442.225047
1.411776,30,1442.280909
1.316524,30,1442.337767
3.257373,30,1442.393898
3.204221,30,1442.447524
3.034246,15,1442.475772
3.251218,30,1442.534557
3.417213,30,1442.587221
3.221955,30,1442.643521
2.972912,15,1442.668959
2.865504,18,1442.704035
3.899382,24,1442.747737
3.099357,30,1442.802897
3.239569,30,1442.859905
3.068746,30,1442.914578
2.913774,30,1442.969206
2.679242,30,1443.022856
3.407616,30,1443.078125
3.26516,30,1443.135113
4.280186,18,1443.168667
3.691229,17,1443.198136
2.976711,30,1443.255119
4.292344,24,1443.302345
3.271114,30,1443.355825
3.85037,23,1443.398284
3.039773,12,1443.419726
3.327582,30,1443.47508
3.249181,30,1443.531571
3.036085,19,1443.566869
3.248604,30,1443.621059
3.867124,24,1443.666214
1.299106,30,1443.720955
3.31199,30,1443.77137
4.16881,27,1443.82126
4.216511,15,1443.851728
3.293086,30,1443.905862
1.66051,30,1443.958448
3.259611,30,1444.015558
3.374871,30,1444.075939
1.812718,22,1444.115073
3.136748,30,1444.175174
4.249343,18,1444.206697
4.009279,30,1444.269086
3.267977,30,1444.323258
3.275153,30,1444.382846
2.855808,12,1444.40457
2.767799,14,1444.431935
2.089684,28,1444.487003
3.853591,30,1444.545688
3.29714,30,1444.598714
4.279593,20,1444.640401
3.085005,11,1444.662999
3.365235,30,1444.718635
3.46175,30,1444.775028
1.59437,21,1444.81548
2.265912,24,1444.859985
4.161933,22,1444.900779
3.262736,30,1444.952357
1.337092,19,1444.988669
3.279263,30,1445.044934
4.161774,19,1445.080164
2.268899,18,1445.114655
2.98066,30,1445.17451
3.780741,17,1445.204834
4.052517,15,1445.233054
3.087856,30,1445.290234
2.868581,30,1445.351712
2.207008,18,1445.386853
1.368994,30,1445.44079
1.990373,14,1445.469492
3.258216,30,1445.527652
3.296844,30,1445.58442
4.254859,18,1445.616316
3.334178,30,1445.673056
2.451777,30,1445.730921
3.395477,30,1445.787335
2.748049,29,1445.839679
4.088073,16,1445.880638
3.114698,30,1445.950992
3.327747,30,1446.012924
3.448828,30,1446.068377
1.182653,30,1446.124392
1.867131,30,1446.183312
2.776608,27,1446.233588
1.679118,16,1446.265185
3.417301,30,1446.325259
2.985972,30,1446.383144
3.34747,30,1446.439456
3.248738,30,1446.497087
4.203921,21,1446.536569
2.2257,30,1446.596323
4.172611,22,1446.635533
4.113277,30,1446.692551
1.443183,30,1446.746089
3.982688,15,1446.777563
3.289831,30,1446.835909
4.086691,28,1446.890663
3.853406,20,1446.927734
2.692675,30,1446.985861
3.284747,30,1447.042877
3.273044,30,1447.101072
4.352201,23,1447.144732
3.203743,30,1447.202356
2.924626,30,1447.261189
3.222077,30,1447.316195
4.066871,26,1447.364722
3.421728,30,1447.42546
1.929019,30,1447.483957
4.247909,17,1447.514612
3.360142,30,1447.572448
3.473589,30,1447.629935
3.295806,30,1447.690952
3.427834,30,1447.746641
1.405368,30,1447.809789
3.270548,30,1447.870496
4.088623,13,1447.896269
4.189288,22,1447.937273
3.882741,23,1447.979189
4.132574,16,1448.012982
3.282326,30,1448.068949
3.140603,30,1448.124485
3.559705,20,1448.161501
3.405296,30,1448.222106
3.965531,15,1448.251152
3.189849,30,1448.307596
3.39132,30,1448.361302
3.114697,30,1448.418445
2.342104,21,1448.462063
3.215836,30,1448.516513
3.444654,30,1448.573153
0.919727,23,1448.61634
4.031723,30,1448.673308
1.481269,21,1448.711022
4.261311,20,1448.746544
3.315663,30,1448.802482
1.477642,19,1448.835483
3.269915,30,1448.89485
2.179998,30,1448.947493
3.328141,30,1449.006621
4.222943,17,1449.036932
3.397116,30,1449.095001
3.067692,30,1449.148909
3.161424,30,1449.208492
3.344348,30,1449.263797
3.161645,30,1449.32149
3.236014,30,1449.379766
3.308032,30,1449.438482
3.28489,30,1449.494317
3.910887,28,1449.546451
2.82095,18,1449.579671
3.409125,29,1449.635067
4.018241,26,1449.682392
2.512881,16,1449.712932
3.389483,30,1449.76823
3.360122,30,1449.82461
3.389799,30,1449.881983
3.304001,30,1449.936738
4.159903,19,1449.971235
4.216799,23,1450.017264
3.271411,30,1450.070542
4.363867,17,1450.104025
3.253325,30,1450.158422
3.090793,14,1450.187647
3.204892,30,1450.24104
3.06116,15,1450.26998
3.247817,30,1450.326828
1.317804,30,1450.383029
4.311842,19,1450.419634
4.23099,19,1450.452489
3.980458,20,1450.491945
4.010358,30,1450.549414
4.210763,20,1450.587178
1.285426,30,1450.643907
3.235025,30,1450.701655
3.06883,30,1450.75855
4.199027,17,1450.792202
4.219664,21,1450.829967
3.982336,26,1450.87694
4.1104,30,1450.934773
1.241197,30,1450.988426
3.925939,17,1451.021063
4.191821,28,1451.071729
0.893582,30,1451.127191
2.724907,30,1451.187873
3.202341,30,1451.240778
3.74906,25,1451.286973
3.394716,30,1451.347555
3.138679,14,1451.371746
4.01761,27,1451.423518
3.094148,30,1451.48054
4.195796,15,1451.508622
4.215776,18,1451.544101
4.221175,30,1451.598442
3.987746,20,1451.634989
3.061766,30,1451.693654
3.267055,30,1451.747417
3.129721,30,1451.803056
4.070893,23,1451.847403
3.417411,30,1451.911289
3.627455,15,1451.939601
4.237293,15,1451.966655
3.252206,30,1452.02046
3.36796,30,1452.078992
4.253559,20,1452.117531
4.028033,26,1452.163413
1.337347,30,1452.219118
2.984525,30,1452.274496
3.256819,30,1452.333518
3.787661,22,1452.373235
2.163027,30,1452.43064
3.318897,30,1452.487973
4.108216,19,1452.522784
3.346564,30,1452.578065
3.274477,30,1452.632602
3.395263,30,1452.687935
3.235808,30,1452.746397
2.774881,30,1452.804429
3.315576,30,1452.862603
3.229204,30,1452.918797
4.216694,16,1452.947403
3.388816,30,1453.004294
3.187844,30,1453.058173
3.398946,30,1453.118671
2.023341,30,1453.173306
3.258172,30,1453.230511
3.024502,30,1453.283651
3.430761,30,1453.345859
2.594066,30,1453.398113
3.678202,14,1453.425255
3.22553,30,1453.478639
1.834368,30,1453.5376
2.887248,15,1453.565631
2.323791,28,1453.61687
4.071799,24,1453.660326
3.398055,30,1453.714734
4.19127,29,1453.765909
3.749313,21,1453.807256
3.208425,30,1453.861499
4.028136,22,1453.904325
4.227066,26,1453.950279
1.953228,30,1454.005112
3.364172,30,1454.060311
1.411888,30,1454.118404
3.916398,28,1454.170045
3.332418,30,1454.226157
3.14359,30,1454.282876
4.02063,30,1454.344129
3.743587,15,1454.373534
3.227242,30,1454.430623
4.023786,25,1454.48034
4.35532,23,1454.52498
3.218681,30,1454.584346
3.314458,30,1454.636517
2.153792,20,1454.673968
3.312216,30,1454.731501
3.896501,13,1454.754677
3.37272,30,1454.812356
3.288527,30,1454.866223
3.281643,30,1454.924072
3.853805,30,1454.978247
3.245589,30,1455.033164
4.070891,28,1455.084436
3.359184,30,1455.143224
3.002069,13,1455.166572
3.373133,30,1455.226225
4.224394,21,1455.265498
4.270722,20,1455.304365
4.12091,23,1455.349545
3.079154,30,1455.402672
3.125311,30,1455.461242
2.981618,14,1455.489828
3.391808,30,1455.546739
4.087509,19,1455.582577
3.931863,27,1455.630568
3.994999,27,1455.682425
3.778925,12,1455.706262
3.400355,30,1455.763134
4.012653,23,1455.802088
3.456102,30,1455.87952
3.236334,30,1455.939018
4.080267,27,1455.988543
3.115713,30,1456.04385
4.135005,21,1456.084785
4.190584,18,1456.11753
3.049082,30,1456.175544
3.172757,30,1456.228113
3.416903,30,1456.285506
3.411971,30,1456.340219
3.118002,30,1456.396562
4.189713,28,1456.448138
0.997695,30,1456.505004
3.984822,19,1456.541335
3.263475,30,1456.597323
2.796484,30,1456.653053
3.262843,30,1456.712204
3.523558,16,1456.742091
4.073348,22,1456.781615
3.319071,30,1456.836113
3.230445,30,1456.892317
2.959871,30,1456.949187
1.155195,30,1457.001458
2.902896,28,1457.054859
4.113862,22,1457.097623
1.186429,30,1457.151581
4.016654,30,1457.206099
1.722929,21,1457.242363
3.373453,30,1457.300079
4.291047,20,1457.335511
1.786844,30,1457.39108
3.620294,30,1457.442968
4.217772,26,1457.493831
3.268349,30,1457.547911
3.946356,15,1457.577299
3.34013,30,1457.631167
3.164081,30,1457.686055
3.333007,30,1457.741575
3.122379,30,1457.796321
1.928567,30,1457.854142
3.092344,14,1457.879786
3.294524,30,1457.93638
3.017589,19,1457.968619
3.303537,30,1458.02475
4.022324,14,1458.050352
3.346655,30,1458.10574
2.580272,30,1458.160361
3.229769,30,1458.218043
3.274123,30,1458.274485
4.216683,13,1458.301406
3.304938,30,1458.35497
2.887521,30,1458.41193
4.432691,25,1458.459643
3.291285,30,1458.514369
3.45322,30,1458.56897
3.382701,22,1458.606906
3.025158,17,1458.640784
3.36935,30,1458.696811
1.357158,30,1458.749935
3.036802,30,1458.801982
3.799272,28,1458.855558
3.406273,30,1458.911054
3.353913,30,1458.963816
3.363017,30,1459.021182
3.173563,17,1459.05393
3.93842,30,1459.109351
3.247108,30,1459.166075
3.286996,30,1459.220891
2.089948,30,1459.277888
4.063808,28,1459.329473
4.244203,17,1459.358304
3.341985,30,1459.415351
1.627577,30,1459.470506
4.307663,28,1459.521944
4.367251,20,1459.557704
4.341445,15,1459.586202
4.229313,25,1459.631483
1.81582,30,1459.685128
3.019337,16,1459.713732
3.886398,12,1459.735875
0.28327,30,1459.795961
3.293127,30,1459.853565
3.079573,19,1459.884709
4.003419,22,1459.925344
3.366888,30,1459.981895
3.085347,30,1460.036613
4.066005,16,1460.066976
1.371059,30,1460.122025
3.152375,30,1460.182937
3.249364,30,1460.237404
3.236432,30,1460.292949
2.980743,30,1460.346332
1.270571,30,1460.402243
4.203599,26,1460.451617
3.179173,30,1460.511983
3.120638,30,1460.562311
4.323763,27,1460.615
4.285918,24,1460.659449
4.235017,19,1460.693837
4.372359,20,1460.728262
3.447876,30,1460.783248
4.339948,14,1460.810082
3.193063,30,1460.863446
3.324883,30,1460.916747
3.332243,30,1460.971842
3.028382,30,1461.025477
3.36172,30,1461.078199
2.789618,30,1461.13237
4.357265,19,1461.170059
3.215396,30,1461.228481
3.401122,30,1461.291476
3.247634,30,1461.345781
3.202492,30,1461.404266
3.307021,30,1461.459364
4.168681,26,1461.507057
3.344729,30,1461.559018
3.166269,30,1461.617721
3.371868,30,1461.671343
2.774783,22,1461.714098
3.299025,30,1461.767511
4.292039,17,1461.799064
2.806717,30,1461.855758
2.896317,30,1461.908695
3.00679,11,1461.928824
4.380922,28,1461.981819
3.991816,18,1462.015732
3.203085,30,1462.069473
2.901726,30,1462.123149
4.08219,30,1462.177572
3.269256,30,1462.23291
4.404449,22,1462.270609
2.990401,30,1462.326691
3.14999,30,1462.381986
4.027181,20,1462.420404
4.230957,20,1462.455712
2.37944,30,1462.510646
3.379292,30,1462.565212
3.284328,30,1462.620911
2.907049,30,1462.674894
1.832388,30,1462.728384
4.232604,27,1462.777408
3.092707,30,1462.835752
3.284424,30,1462.888056
3.259289,30,1462.943867
3.272316,30,1462.999556
4.242299,15,1463.027594
2.206161,26,1463.074313
1.410483,30,1463.125386
4.354068,19,1463.160584
4.325414,17,1463.192651
4.087035,18,1463.226725
4.092645,13,1463.249602
3.324839,30,1463.30631
3.412372,30,1463.360854
1.355178,30,1463.412826
4.187846,21,1463.452351
4.325254,16,1463.482528
3.387028,30,1463.536804
3.979685,26,1463.584209
4.267837,27,1463.631831
2.443051,30,1463.689003
3.449016,30,1463.742261
3.391734,30,1463.798121
2.117239,20,1463.833556
1.257869,30,1463.887766
4.176864,16,1463.916593
3.018113,30,1463.973522
3.406114,30,1464.026347
3.168727,30,1464.083009
1.316907,30,1464.137645
3.843416,14,1464.163028
3.88125,30,1464.217576
1.935334,30,1464.277953
3.292407,30,1464.3314
3.939301,28,1464.380319
4.105848,15,1464.406579
2.014795,26,1464.454851
4.335499,26,1464.50258
1.430176,30,1464.556924
4.266972,18,1464.587092
3.367059,30,1464.642989
4.411735,21,1464.680332
4.386405,25,1464.727435
3.181995,30,1464.783544
3.039183,30,1464.840304
4.310386,14,1464.869171
3.386936,30,1464.921392
2.107699,30,1464.978649
4.278032,20,1465.017167
3.413773,30,1465.070337
3.265901,30,1465.124463
4.130307,24,1465.169409
1.018906,30,1465.224624
3.249969,30,1465.279068
3.941152,23,1465.320127
3.226239,30,1465.384953
4.247651,22,1465.448086
3.085059,30,1465.513916
3.227229,30,1465.565886
1.178563,30,1465.622093
2.378939,19,1465.659214
0.679259,27,1465.706019
1.32386,30,1465.761054
3.286022,30,1465.814987
-0.758717,30,1465.871113
3.356201,30,1465.924943
1.888115,30,1465.978666
3.205157,30,1466.030045
4.085251,17,1466.063842
3.214611,30,1466.11535
3.388225,30,1466.168989
3.348217,30,1466.221645
4.081444,24,1466.266216
3.293311,30,1466.32021
3.977372,13,1466.344458
4.275632,17,1466.374575
4.169562,27,1466.425241
3.373563,30,1466.478077
3.251689,30,1466.535068
3.264557,30,1466.586715
1.931282,13,1466.612465
3.152616,30,1466.667291
4.261309,19,1466.701974
3.242718,30,1466.75611
3.034185,30,1466.815289
4.054778,28,1466.866824
3.380899,30,1466.919549
2.991656,30,1466.977549
2.838514,30,1467.031231
3.394588,30,1467.087123
2.964524,30,1467.140712
4.081006,18,1467.175953
4.104441,13,1467.199933
4.403527,23,1467.243965
3.398514,30,1467.300634
2.900154,30,1467.355521
3.078323,18,1467.388694
4.23305,17,1467.422781
3.400833,30,1467.478655
3.204564,30,1467.537076
3.237954,30,1467.593697
3.349231,30,1467.651045
2.084559,30,1467.703363
3.67278,15,1467.729796
3.286884,30,1467.787262
3.401134,30,1467.844337
3.410813,30,1467.898008
4.072862,29,1467.954753
3.296273,30,1468.008909
3.137992,30,1468.06591
3.21118,30,1468.118082
2.54885,30,1468.173789
3.286663,30,1468.229899
3.24386,30,1468.284467
3.274353,30,1468.339519
3.404046,30,1468.394236
3.448684,30,1468.451918
3.347791,30,1468.509857
3.377339,30,1468.562507
3.129594,30,1468.617867
2.97073,11,1468.636338
3.081784,30,1468.694242
3.322009,30,1468.746414
4.360962,28,1468.796136
2.866652,30,1468.853291
3.066644,30,1468.906185
3.176432,30,1468.961062
3.002281,30,1469.015074
1.998674,18,1469.04881
3.282758,30,1469.102398
3.21696,30,1469.159139
2.449839,19,1469.193457
3.191501,30,1469.247527
3.87617,23,1469.290565
3.411616,30,1469.344576
3.967662,24,1469.386541
4.225301,29,1469.442017
3.196914,30,1469.503841
3.074191,30,1469.574683
3.108792,30,1469.632826
3.420665,30,1469.691768
3.024906,27,1469.739522
4.173457,28,1469.791541
4.366786,22,1469.830796
2.14688,30,1469.88675
3.413844,30,1469.94377
3.139583,30,1469.995673
3.215982,30,1470.050868
-0.690576,30,1470.105415
1.309975,30,1470.160585
3.142693,30,1470.215632
3.397557,30,1470.271163
4.266486,22,1470.312133
2.953932,21,1470.35309
3.304328,30,1470.408214
3.455549,30,1470.46456
4.229333,16,1470.497204
3.724285,15,1470.524055
3.175654,30,1470.580005
3.38227,30,1470.632437
3.268532,30,1470.689789
3.937449,30,1470.742873
4.089801,27,1470.791454
3.851778,14,1470.818344
3.059497,30,1470.8753
1.186969,30,1470.93003
3.27385,30,1470.983675
3.898589,18,1471.01824
3.154038,30,1471.076601
2.352509,28,1471.127343
4.254139,24,1471.172541
4.299595,30,1471.227552
4.242564,25,1471.276339
3.381254,30,1471.330949
0.871031,14,1471.356536
4.117357,20,1471.393135
2.960664,30,1471.450438
3.221465,30,1471.507549
3.395855,30,1471.560543
3.92685,26,1471.60728
3.407635,30,1471.664933
3.394007,30,1471.720858
3.332818,30,1471.77455
3.38454,30,1471.830335
3.308294,30,1471.887249
4.104534,27,1471.937683
4.206201,18,1471.971797
3.30173,30,1472.024414
1.360222,30,1472.085295
0.157032,30,1472.14012
3.430157,30,1472.195119
1.399236,30,1472.248969
3.171153,30,1472.307517
4.250619,15,1472.335536
3.195119,30,1472.392504
3.402934,30,1472.443694
2.878492,30,1472.502506
2.856026,16,1472.531019
4.174382,19,1472.565306
4.36784,15,1472.591184
3.180073,30,1472.649516
3.532718,30,1472.7026
3.006698,15,1472.730285
4.17204,30,1472.787142
3.326833,30,1472.845692
3.222431,30,1472.902576
4.060559,24,1472.9456
4.380665,16,1472.976971
3.667778,21,1473.017089
3.419899,30,1473.072872
2.954746,30,1473.129002
4.035576,29,1473.18055
1.367441,30,1473.23749
4.231893,13,1473.261659
4.271131,15,1473.289627
3.293468,30,1473.342388
3.306757,30,1473.398888
3.052306,16,1473.428648
3.422545,30,1473.481912
3.330271,30,1473.538638
3.118278,12,1473.561275
3.417578,30,1473.615512
3.381304,30,1473.670649
1.072485,30,1473.723192
3.959564,22,1473.766573
3.144722,30,1473.821797
3.420758,30,1473.8778
1.056471,30,1473.93206
1.280185,30,1473.991431
3.402162,30,1474.043855
3.046778,30,1474.099408
3.287968,30,1474.154321
4.377952,14,1474.183351
3.385076,30,1474.237066
4.273424,21,1474.276105
4.233557,26,1474.323782
