episode,reward,length
28046,3.320618,30
28047,3.780253,30
28048,2.876053,13
28049,3.080677,30
28050,2.996199,23
28051,3.412664,30
28052,3.375329,10
28053,2.878532,10
28054,1.08108,30
28055,2.008001,30
28056,2.577595,30
28057,4.161867,17
28058,4.232181,30
28059,0.954043,17
28060,2.891171,30
28061,4.250784,21
28062,3.332309,30
28063,3.225945,30
28064,3.168948,30
28065,2.29795,22
28066,4.213175,14
28067,1.602905,23
28068,3.283055,30
28069,3.315094,30
28070,3.957367,22
28071,3.162255,30
28072,3.313998,30
28073,3.920682,27
28074,3.390777,30
28075,4.102656,17
28076,2.816214,14
28077,3.169047,30
28078,1.266794,30
28079,3.214307,30
28080,1.619755,30
28081,3.324285,30
28082,4.1164,30
28083,3.228108,30
28084,3.239279,30
28085,3.261661,30
28086,4.098555,20
28087,3.136901,30
28088,3.122188,30
28089,3.433237,30
28090,3.325727,30
28091,4.115019,21
28092,2.996707,30
28093,4.092694,30
28094,3.380328,30
28095,2.826531,25
28096,3.238468,30
28097,3.03816,30
28098,2.92643,30
28099,3.36438,30
28100,3.972344,19
28101,3.424392,30
28102,3.100902,30
28103,4.369435,15
28104,4.158453,16
28105,3.345533,30
28106,2.106909,30
28107,3.200105,30
28108,2.750078,13
28109,1.383438,30
28110,3.365418,30
28111,3.341989,30
28112,3.417469,30
28113,3.271851,30
28114,3.023727,30
28115,1.96361,26
28116,4.336694,17
28117,3.06581,19
28118,3.144293,30
28119,1.246711,30
28120,4.210669,16
28121,3.059782,30
28122,3.300508,30
28123,2.098955,30
28124,2.175528,30
28125,3.225986,30
28126,3.090454,30
28127,3.893183,28
28128,3.01602,30
28129,3.356426,30
28130,3.067708,30
28131,3.35877,30
28132,3.352364,30
28133,2.803538,19
28134,3.221501,30
28135,3.926648,25
28136,3.393367,30
28137,4.033771,15
28138,3.228969,30
28139,3.283757,30
28140,1.922941,30
28141,3.241976,30
28142,2.381616,21
28143,1.396549,30
28144,3.041126,30
28145,4.194058,18
28146,0.05415,17
28147,3.327425,30
28148,-0.718801,30
28149,2.446135,30
28150,4.35914,22
28151,3.235852,30
28152,4.154036,27
28153,3.270523,30
28154,-0.121696,30
28155,1.259076,30
28156,4.280962,16
28157,3.218119,30
28158,3.936988,22
28159,3.402432,30
28160,3.137196,30
28161,1.347242,30
28162,3.367383,30
28163,3.231861,30
28164,3.265222,25
28165,1.989316,29
28166,1.371139,30
28167,2.843747,30
28168,1.365889,30
28169,2.087798,30
28170,1.940137,30
28171,2.850193,30
28172,3.318582,30
28173,4.234729,29
28174,3.007739,20
28175,2.770239,29
28176,4.33502,20
28177,3.364802,30
28178,1.381348,30
28179,4.302186,23
28180,3.345608,30
28181,3.079,20
28182,3.559944,19
28183,4.296595,28
28184,3.041598,17
28185,3.872248,28
28186,3.344859,30
28187,3.370362,30
28188,4.092332,16
28189,3.047591,30
28190,3.252078,30
28191,3.006022,30
28192,1.799072,30
28193,4.21288,15
28194,3.361979,30
28195,4.113528,23
28196,1.13668,30
28197,4.182665,14
28198,4.171533,20
28199,3.155006,30
28200,2.624875,25
28201,3.04764,30
28202,3.327912,30
28203,3.322303,30
28204,3.389296,30
28205,3.015456,30
28206,3.232038,30
28207,4.304397,15
28208,3.120277,30
28209,1.231337,30
28210,3.152967,30
28211,3.363266,30
28212,3.2478,30
28213,3.180554,30
28214,4.105179,18
28215,3.234119,30
28216,4.059132,29
28217,4.217769,21
28218,4.206501,28
28219,3.247147,30
28220,1.349896,30
28221,4.250326,26
28222,3.298786,30
28223,3.306759,30
28224,4.187918,16
28225,4.067607,13
28226,3.385705,30
28227,3.968827,18
28228,4.083314,20
28229,4.184478,30
28230,3.315826,30
28231,3.209735,30
28232,4.189493,19
28233,2.297104,30
28234,3.116171,13
28235,3.277033,30
28236,3.227125,30
28237,1.115232,30
28238,3.350386,30
28239,3.208085,30
28240,3.303761,30
28241,3.409852,30
28242,3.898609,16
28243,2.815105,26
28244,-10.036459,30
28245,3.417007,30
28246,3.394698,30
28247,3.058487,20
28248,3.251012,30
28249,1.655237,30
28250,1.304107,30
28251,4.191634,24
28252,0.954771,30
28253,3.087119,17
28254,4.187578,14
28255,3.994828,30
28256,3.025621,13
28257,2.085064,19
28258,3.052546,30
28259,3.255665,30
28260,4.081038,21
28261,4.261311,17
28262,1.850752,26
28263,3.425947,30
28264,1.116146,30
28265,0.731974,20
28266,3.697148,20
28267,3.383935,30
28268,4.079441,30
28269,4.266896,17
28270,3.123757,30
28271,3.357549,30
28272,1.981002,30
28273,2.572403,30
28274,3.27608,30
28275,4.111057,16
28276,4.060858,29
28277,3.997088,14
28278,3.323144,30
28279,3.331937,30
28280,3.282499,30
28281,3.138415,30
28282,3.432047,30
28283,3.99482,18
28284,3.282306,30
28285,3.324596,30
28286,3.338062,30
28287,3.35454,30
28288,3.391276,30
28289,4.083563,24
28290,3.770098,29
28291,3.18484,30
28292,3.341358,30
28293,0.994259,30
28294,4.15703,26
28295,1.370926,30
28296,3.900895,30
28297,4.200698,20
28298,3.595581,17
28299,3.302746,30
28300,3.896042,25
28301,4.205465,20
28302,4.221043,28
28303,1.044969,30
28304,3.349788,30
28305,3.314685,30
28306,3.334111,30
28307,3.347206,30
28308,3.365785,30
28309,0.120663,30
28310,3.651361,18
28311,1.444893,19
28312,3.328986,30
28313,3.989236,21
28314,2.344779,29
28315,3.048382,30
28316,4.27796,18
28317,0.045415,30
28318,3.411428,30
28319,3.370599,30
28320,3.200578,30
28321,3.345427,30
28322,1.350753,30
28323,3.30423,30
28324,3.175021,30
28325,3.967393,28
28326,4.278474,24
28327,4.130092,27
28328,3.87424,27
28329,3.353555,30
28330,3.186898,13
28331,3.922994,21
28332,3.132148,30
28333,1.08382,30
28334,-0.754932,30
28335,1.926335,30
28336,3.295546,30
28337,3.368545,30
28338,4.220573,21
28339,4.167551,19
28340,4.044773,13
28341,4.046219,26
28342,3.000524,12
28343,4.104028,19
28344,4.049695,23
28345,2.557312,30
28346,3.064676,30
28347,3.412412,30
28348,2.198273,24
28349,3.103616,30
28350,2.877979,17
28351,4.297195,23
28352,2.319158,30
28353,3.296678,30
28354,2.140279,30
28355,3.376246,30
28356,3.400854,30
28357,3.153308,17
28358,4.285771,24
28359,4.095077,13
28360,3.376046,30
28361,3.927177,24
28362,1.992974,30
28363,1.145288,30
28364,3.412879,30
28365,4.081406,26
28366,2.300198,30
28367,4.248258,17
28368,4.255991,25
28369,4.318654,27
28370,2.91579,30
28371,3.509235,22
28372,2.625626,20
28373,1.4142,30
28374,1.773275,30
28375,3.318551,30
28376,3.384072,30
28377,3.393899,30
28378,3.264548,30
28379,2.75125,29
28380,1.898696,30
28381,3.451896,30
28382,3.209462,30
28383,2.833397,17
28384,3.356477,20
28385,4.198775,20
28386,3.206897,30
28387,3.301646,30
28388,3.37382,30
28389,3.256452,30
28390,4.116591,28
28391,3.318074,30
28392,3.18153,23
28393,1.626657,30
28394,3.383502,30
28395,3.374124,30
28396,3.331915,30
28397,4.223569,22
28398,3.37027,30
28399,4.220188,17
28400,3.409582,30
28401,3.212113,30
28402,1.924264,30
28403,2.044076,19
28404,3.321492,30
28405,2.085249,27
28406,4.281894,24
28407,3.27599,30
28408,3.129401,30
28409,2.134109,30
28410,3.43783,30
28411,4.137848,24
28412,3.831646,18
28413,3.409384,30
28414,3.095336,30
28415,2.868726,14
28416,3.26677,30
28417,2.036978,30
28418,2.226037,30
28419,3.314628,30
28420,3.963114,25
28421,3.132127,30
28422,3.413436,30
28423,1.72361,19
28424,4.020564,29
28425,3.298435,30
28426,3.232385,30
28427,4.131465,25
28428,3.415798,30
28429,3.191761,30
28430,2.98521,30
28431,3.367803,30
28432,4.306361,27
28433,3.159624,14
28434,4.324997,24
28435,2.754368,30
28436,3.267026,30
28437,2.114358,30
28438,3.291774,30
28439,2.088916,30
28440,3.239638,30
28441,3.289245,30
28442,4.073957,22
28443,3.115395,30
28444,3.201431,30
28445,3.149536,30
28446,4.070163,21
28447,1.343113,30
28448,2.863014,30
28449,4.075638,12
28450,2.944735,11
28451,3.382505,30
28452,4.112229,19
28453,4.125686,21
28454,3.047249,30
28455,4.020118,12
28456,4.215865,28
28457,3.904756,21
28458,1.172896,30
28459,2.246503,24
28460,4.258058,27
28461,4.042687,20
28462,1.968591,16
28463,3.27169,30
28464,3.242842,30
28465,3.250043,30
28466,3.583212,26
28467,3.196585,30
28468,2.943452,30
28469,2.198731,20
28470,3.414409,30
28471,3.375883,30
28472,4.212802,25
28473,1.228684,30
28474,1.217166,30
28475,3.545731,15
28476,4.145568,18
28477,2.945299,16
28478,4.190488,22
28479,3.349209,30
28480,4.2422,17
28481,1.332744,30
28482,2.918716,17
28483,4.249337,19
28484,4.338132,20
28485,3.167719,30
28486,1.659535,30
28487,3.37525,30
28488,3.344911,30
28489,4.28438,20
28490,2.980726,21
28491,3.164084,30
28492,4.151177,30
28493,2.928309,13
28494,2.9663,30
28495,3.268603,30
28496,3.427106,30
28497,3.438769,30
28498,4.070178,13
28499,2.940112,19
28500,4.317733,22
28501,3.410103,30
28502,4.202103,30
28503,3.401705,30
28504,3.64941,12
28505,4.202519,23
28506,3.089041,30
28507,3.246007,30
28508,3.370356,30
28509,3.281587,30
28510,3.246424,30
28511,3.19733,30
28512,3.388755,30
28513,4.352078,17
28514,3.141983,30
28515,3.341496,30
28516,2.098604,30
28517,3.365601,30
28518,3.226615,30
28519,4.232053,30
28520,3.052916,18
28521,3.233085,30
28522,3.407874,30
28523,3.171949,24
28524,3.452101,28
28525,3.318558,30
28526,3.187717,30
28527,2.763072,30
28528,2.922661,30
28529,4.407685,23
28530,3.403129,30
28531,4.307592,24
28532,3.199177,30
28533,4.302535,22
28534,3.115941,30
28535,4.108569,27
28536,3.129068,15
28537,4.201616,26
28538,3.339948,30
28539,3.507998,19
28540,3.960506,19
28541,2.991458,15
28542,2.218854,17
28543,3.253017,30
28544,3.080379,30
28545,4.274554,24
28546,2.59012,30
28547,3.088754,30
28548,3.344275,30
28549,2.972692,12
28550,3.154953,30
28551,3.172572,30
28552,3.303109,30
28553,4.246844,27
28554,4.119862,18
28555,3.328851,30
28556,4.113029,15
28557,4.127053,28
28558,3.049627,30
28559,3.328381,30
28560,2.803372,30
28561,3.242069,30
28562,2.188607,30
28563,2.726522,30
28564,1.379845,30
28565,3.315986,30
28566,3.369278,30
28567,3.363581,30
28568,1.840888,30
28569,2.010605,30
28570,4.056451,15
28571,3.318545,30
28572,2.446749,28
28573,3.333634,30
28574,4.043461,27
28575,2.687779,10
28576,3.206597,30
28577,3.326222,30
28578,4.401565,20
28579,3.395824,30
28580,2.870477,30
28581,4.18094,17
28582,1.183679,30
28583,-0.84796,30
28584,3.362065,30
28585,4.236333,24
28586,3.135063,11
28587,3.373773,30
28588,4.146717,23
28589,3.174657,30
28590,3.036529,15
28591,4.260154,24
28592,2.992887,30
28593,4.000363,20
28594,3.271516,30
28595,2.971378,13
28596,2.614817,30
28597,3.2678,30
28598,4.401706,28
28599,3.377261,30
28600,3.368574,30
28601,4.293096,15
28602,2.939478,30
28603,3.353277,30
28604,4.287621,25
28605,3.285755,30
28606,3.504872,23
28607,1.093699,30
28608,4.110537,15
28609,3.020599,29
28610,3.793069,18
28611,3.070983,30
28612,3.245295,30
28613,4.195077,15
28614,3.121308,30
28615,4.23603,23
28616,4.179392,23
28617,3.274455,30
28618,-0.230471,30
28619,3.252399,30
28620,-0.246455,30
28621,3.175431,30
28622,3.163741,30
28623,4.335745,16
28624,3.341244,30
28625,3.43071,30
28626,1.254452,30
28627,3.34436,30
28628,2.797571,19
28629,3.321665,30
28630,2.936761,14
28631,1.085478,30
28632,3.208461,30
28633,1.96066,30
28634,2.310022,30
28635,3.319381,30
28636,3.253917,30
28637,4.174463,28
28638,3.656006,23
28639,3.351451,30
28640,3.165418,28
28641,2.080633,30
28642,4.269801,23
28643,4.203384,25
28644,3.112266,30
28645,3.361572,30
28646,1.891099,30
28647,3.081567,30
28648,1.698443,30
28649,0.220508,30
28650,3.096966,30
28651,2.772726,23
28652,3.353679,30
28653,1.164912,30
28654,4.000378,16
28655,4.076686,23
28656,3.370614,30
28657,4.416738,24
28658,2.1757,30
28659,4.137222,26
28660,3.240823,30
28661,2.983267,30
28662,1.359632,30
28663,3.380889,30
28664,3.083165,30
28665,3.131164,29
28666,3.340554,30
28667,3.127591,30
28668,4.141227,25
28669,3.417002,30
28670,3.326703,30
28671,2.262013,26
28672,3.199259,30
28673,3.875573,30
28674,2.939345,30
28675,3.869277,27
28676,3.386077,30
28677,2.974722,16
28678,3.938595,29
28679,3.649391,20
28680,3.382467,30
28681,1.215815,30
28682,3.265139,11
28683,3.382215,30
28684,3.419071,30
28685,3.262039,30
28686,2.77873,27
28687,1.765209,30
28688,2.196457,19
28689,2.058871,30
28690,2.658942,30
28691,3.267057,30
28692,4.410541,23
28693,4.230313,26
28694,4.392955,23
28695,3.777528,27
28696,3.373844,30
28697,3.017506,24
28698,2.996503,30
28699,3.147415,30
28700,4.366298,22
28701,3.289098,30
28702,4.286471,25
28703,2.984289,30
28704,3.217078,30
28705,3.215593,30
28706,3.345698,30
28707,4.338505,24
28708,3.865476,24
28709,3.18995,30
28710,3.927079,17
28711,3.331459,30
28712,2.967743,30
28713,3.206244,30
28714,3.294561,30
28715,3.340803,30
28716,2.021897,21
28717,1.986197,30
28718,2.130025,18
28719,4.102207,24
28720,4.173981,25
28721,1.318451,30
28722,4.212342,25
28723,4.251721,20
28724,3.030417,20
28725,4.224109,14
28726,2.944107,16
28727,3.35545,30
28728,3.133903,30
28729,3.328946,30
28730,3.295138,30
28731,3.340979,30
28732,4.165828,16
28733,3.201168,30
28734,4.093104,17
28735,3.338073,30
28736,3.063394,14
28737,3.179004,30
28738,3.21402,30
28739,1.026602,24
28740,3.752185,15
28741,1.833637,30
28742,4.241021,19
28743,3.310089,30
28744,2.936907,11
28745,3.989729,30
28746,3.680055,16
28747,3.232137,30
28748,3.265828,30
28749,3.323389,30
28750,4.03773,25
28751,3.82934,23
28752,2.983269,30
28753,2.20418,30
28754,3.03543,30
28755,3.359096,30
28756,3.330994,30
28757,3.224449,30
28758,2.788541,30
28759,3.631273,21
28760,3.286052,30
28761,3.183247,30
28762,3.158655,30
28763,4.208699,17
28764,3.347385,30
28765,3.087859,30
28766,4.077032,26
28767,3.340179,30
28768,3.703498,16
28769,3.081181,30
28770,3.966429,30
28771,3.391054,30
28772,1.191698,30
28773,2.064162,30
28774,3.240128,30
28775,4.164898,19
28776,3.338737,30
28777,4.008999,29
28778,2.965054,30
28779,3.096751,30
28780,4.222299,20
28781,1.264031,30
28782,2.627249,16
28783,2.649785,30
28784,4.328754,20
28785,3.059522,12
28786,3.360177,30
28787,3.118032,30
28788,3.282344,30
28789,4.16116,22
28790,4.123662,21
28791,3.243061,30
28792,3.900757,30
28793,2.34472,30
28794,1.242815,30
28795,3.724757,26
28796,4.297313,25
28797,3.99195,29
28798,3.892822,21
28799,3.335106,25
28800,3.109548,30
28801,3.340011,30
28802,2.007596,30
28803,3.353253,30
28804,4.204575,17
28805,4.408427,13
28806,3.097782,30
28807,2.098709,30
28808,4.247741,26
28809,3.407775,30
28810,3.360678,30
28811,4.127522,19
28812,4.109282,24
28813,3.143311,30
28814,3.367225,30
28815,4.271432,30
28816,3.435814,30
28817,2.994417,14
28818,3.342285,30
28819,2.034183,30
28820,3.185005,30
28821,2.298362,18
28822,3.403779,30
28823,3.227775,30
28824,3.321997,30
28825,2.759553,17
28826,3.264776,30
28827,3.250574,30
28828,3.067133,30
28829,3.277631,30
28830,3.217391,30
28831,3.209516,30
28832,3.250683,30
28833,3.44094,30
28834,3.340059,30
28835,3.191533,30
28836,3.248278,30
28837,3.099746,30
28838,3.847397,25
28839,3.239133,30
28840,4.13706,28
28841,4.270624,22
28842,3.162008,30
28843,3.094894,30
28844,4.264442,24
28845,3.106648,30
28846,3.325967,30
28847,3.33073,30
28848,3.337804,30
28849,3.967033,19
28850,3.195466,30
28851,4.235965,24
28852,3.167488,30
28853,2.71326,30
28854,3.247113,30
28855,3.3439,30
28856,3.401823,30
28857,4.011914,28
28858,4.10615,25
28859,3.466053,22
28860,3.187316,30
28861,4.294976,21
28862,3.291013,30
28863,4.26497,17
28864,1.925201,27
28865,2.991085,24
28866,3.410455,30
28867,2.763995,16
28868,3.172042,30
28869,0.556978,18
28870,3.307311,30
28871,3.156428,30
28872,2.757957,30
28873,2.991008,30
28874,3.019506,30
28875,3.319342,30
28876,2.108369,30
28877,1.11918,30
28878,4.154953,19
28879,2.650899,18
28880,3.920855,13
28881,2.775659,27
28882,2.903583,21
28883,4.155447,20
28884,4.141236,29
28885,3.183298,30
28886,3.2574,30
28887,3.258096,30
28888,1.724495,29
28889,4.00061,13
28890,4.022864,14
28891,3.141887,30
28892,3.159868,30
28893,-2.200263,30
28894,4.14429,21
28895,3.424928,30
28896,3.228387,30
28897,4.388005,18
28898,4.056175,26
28899,1.310487,30
28900,3.263631,30
28901,4.256462,26
28902,4.069269,13
28903,3.973637,19
28904,4.228196,18
28905,4.426801,26
28906,1.881315,30
28907,2.77139,12
28908,1.10873,30
28909,3.283091,30
28910,4.368341,22
28911,2.389104,30
28912,1.402632,30
28913,0.91055,30
28914,3.815558,15
28915,4.317362,24
28916,0.93188,16
28917,3.364202,30
28918,3.354977,30
28919,4.208718,20
28920,3.167189,30
28921,1.140233,30
28922,2.731861,30
28923,3.178954,30
28924,3.207533,30
28925,4.353413,22
28926,3.273634,30
28927,0.127284,30
28928,3.221897,30
28929,3.121736,30
28930,2.329881,30
28931,3.177668,30
28932,4.298562,21
28933,3.30918,30
28934,2.129023,30
28935,2.036183,30
28936,3.715723,22
28937,2.771814,17
28938,3.429294,30
28939,3.374424,30
28940,3.610754,29
28941,3.340917,30
28942,2.941904,30
28943,3.258204,30
28944,4.306168,29
28945,4.150824,21
28946,3.316336,30
28947,3.374459,30
28948,3.330745,30
28949,3.104968,30
28950,0.052166,28
28951,3.243534,30
28952,3.041744,30
28953,2.55433,15
28954,1.483704,19
28955,3.312435,30
28956,3.717187,21
28957,3.023155,19
28958,3.366578,30
28959,3.08574,30
28960,3.079253,30
28961,3.13695,30
28962,3.050432,30
28963,4.252125,20
28964,3.993125,14
28965,2.927999,30
28966,4.251342,16
28967,1.928474,27
28968,2.351715,30
28969,2.783944,17
28970,3.307848,30
28971,1.297891,26
28972,3.279252,30
28973,3.277694,30
28974,4.081002,18
28975,3.415303,30
28976,2.963739,15
28977,3.738739,23
28978,3.292,30
28979,4.381818,23
28980,3.334076,30
28981,2.890174,30
28982,3.325349,30
28983,4.174288,18
28984,3.56154,26
28985,3.231534,30
28986,2.867203,30
28987,3.790343,23
28988,2.549545,30
28989,3.179576,30
28990,4.10536,16
28991,3.38646,30
28992,3.346836,30
28993,3.435523,30
28994,3.158964,30
28995,4.312315,20
28996,3.131176,30
28997,4.090707,30
28998,3.691095,15
28999,3.325184,30
29000,3.099296,30
29001,3.859358,25
29002,2.972867,16
29003,3.26641,30
29004,3.254165,30
29005,3.829325,28
29006,3.306404,30
29007,2.83047,30
29008,3.395644,30
29009,2.230978,30
29010,3.211986,30
29011,2.300544,30
29012,1.407031,30
29013,4.184743,21
29014,2.214018,30
29015,3.263684,30
29016,3.046373,30
29017,3.309096,30
29018,3.90753,29
29019,2.821165,30
29020,4.38664,25
29021,3.075174,30
29022,3.177976,30
29023,4.328527,21
29024,2.000766,17
29025,2.117832,30
29026,2.559603,30
29027,3.581871,17
29028,3.277398,30
29029,3.016347,30
29030,4.337275,28
29031,3.897719,27
29032,2.771922,30
29033,4.362052,19
29034,1.162312,30
29035,3.388179,30
29036,3.388549,30
29037,4.292502,28
29038,4.164065,23
29039,3.276254,30
29040,3.386383,30
29041,3.414193,30
29042,3.332622,30
29043,3.424213,30
29044,2.96239,30
29045,4.288998,14
29046,3.322529,30
29047,3.499551,22
29048,4.255962,25
29049,3.423955,30
29050,2.041058,30
29051,3.331199,30
29052,3.225878,30
29053,3.413329,30
29054,3.249951,30
29055,3.254797,30
29056,3.441884,30
29057,3.197818,30
29058,3.240403,30
29059,4.293935,27
29060,3.356721,30
29061,4.322847,15
29062,3.220942,30
29063,2.044047,12
29064,3.164039,30
29065,3.322421,30
29066,3.222072,30
29067,1.173407,30
29068,3.031037,14
29069,3.927217,27
29070,1.886127,30
29071,3.693086,21
29072,3.622168,13
29073,3.33856,30
29074,4.112426,28
29075,3.280018,30
29076,2.401923,15
29077,4.328255,26
29078,1.283723,30
29079,3.264281,30
29080,3.003429,30
29081,2.571675,30
29082,3.032262,30
29083,4.381064,23
29084,3.717177,28
29085,3.149318,30
29086,4.284978,24
29087,4.255802,14
29088,2.164182,30
29089,3.068641,30
29090,3.971219,23
29091,3.084916,30
29092,4.307245,21
29093,3.72571,25
29094,3.081684,30
29095,3.250509,30
29096,4.04565,29
29097,3.231992,30
29098,3.433616,30
29099,3.893336,25
29100,1.845765,30
29101,3.3804,30
29102,2.937214,30
29103,4.145281,15
29104,3.342677,30
29105,2.922236,15
29106,3.155323,30
29107,3.548108,20
29108,2.829826,30
29109,2.874728,30
29110,4.205712,26
29111,3.39455,30
29112,3.131966,30
29113,3.262959,30
29114,2.991791,30
29115,3.406436,30
29116,3.357172,30
29117,3.443538,30
29118,3.26446,30
29119,4.075438,18
29120,3.154042,30
29121,2.07664,25
29122,0.107826,30
29123,2.781388,17
29124,3.358359,30
29125,3.246869,30
29126,4.223263,14
29127,1.284005,30
29128,3.330754,30
29129,4.00329,21
29130,3.282324,30
29131,2.831251,30
29132,3.75163,26
29133,3.213045,30
29134,3.236457,30
29135,3.358068,30
29136,2.688626,30
29137,3.24654,30
29138,3.306915,30
29139,3.42437,30
29140,3.746229,25
29141,2.753918,30
29142,3.291899,30
29143,1.161891,30
29144,3.407612,30
29145,1.378174,30
29146,4.198687,19
29147,2.959637,30
29148,3.238752,30
29149,3.190525,30
29150,4.059117,25
29151,3.871238,13
29152,3.307353,30
29153,3.309202,30
29154,3.152614,30
29155,1.336152,30
29156,3.377122,30
29157,3.381409,30
29158,3.385282,23
29159,2.860232,14
29160,4.323457,19
29161,3.186849,30
29162,3.36689,30
29163,3.265723,30
29164,3.363313,30
29165,2.714807,30
29166,3.133384,30
29167,2.68544,19
29168,3.314648,30
29169,3.291615,30
29170,-0.452185,30
29171,3.220711,30
29172,3.322384,30
29173,4.060175,20
29174,1.272022,30
29175,2.987575,30
29176,4.007359,25
29177,3.070886,15
29178,2.048093,30
29179,2.987873,17
29180,4.050347,18
29181,3.388612,30
29182,3.360585,30
29183,4.234012,20
29184,3.810819,23
29185,3.446158,30
29186,3.22143,30
29187,4.298794,18
29188,3.352384,30
29189,3.187419,30
29190,3.280664,30
29191,1.663792,30
29192,3.098294,30
29193,3.22303,30
29194,2.924021,19
29195,3.41506,30
29196,3.275027,30
29197,0.341742,30
29198,2.398974,26
29199,1.982126,13
29200,1.883818,30
29201,4.172991,28
29202,2.952752,15
29203,4.086797,17
29204,3.227387,30
29205,3.200684,30
29206,3.179608,30
29207,2.810603,30
29208,4.138626,24
29209,1.965655,30
29210,3.135159,30
29211,3.383838,30
29212,3.201942,30
29213,4.463798,28
29214,0.488734,19
29215,4.267525,25
29216,3.368842,30
29217,1.400417,30
29218,1.322033,30
29219,2.88094,17
29220,3.210221,30
29221,4.017965,23
29222,2.099111,21
29223,-0.363153,30
29224,4.015157,22
29225,4.035457,14
29226,2.806838,11
29227,3.080491,30
29228,3.345642,30
29229,3.270523,30
29230,3.466248,30
29231,4.315293,23
29232,3.381258,30
29233,3.031005,30
29234,3.408403,30
29235,3.411183,30
29236,3.168077,30
29237,4.041595,15
29238,3.024399,30
29239,3.365894,30
29240,3.145042,30
29241,3.144179,30
29242,3.205277,30
29243,4.021685,13
29244,4.230845,22
29245,3.245558,30
29246,3.370426,30
29247,3.99554,17
29248,3.297897,30
29249,3.099209,30
29250,3.339804,30
29251,1.856997,30
29252,3.275055,30
29253,2.078773,30
29254,3.375907,30
29255,3.379858,30
29256,3.862545,28
29257,1.876971,30
29258,3.343325,30
29259,3.010273,30
29260,3.304054,30
29261,3.232176,30
29262,1.262251,30
29263,3.23168,30
29264,2.746371,30
29265,3.197486,30
29266,1.944209,30
29267,3.24178,30
29268,3.162926,30
29269,1.118384,30
29270,3.354045,30
29271,2.140399,20
29272,3.269849,30
29273,3.251835,30
29274,4.221771,24
29275,4.433535,20
29276,2.890013,16
29277,3.344743,30
29278,4.31514,20
29279,1.741041,30
29280,1.83748,30
29281,4.09565,29
29282,2.850855,30
29283,4.19777,22
29284,3.413387,30
29285,3.353223,30
29286,4.277404,23
29287,3.009991,23
29288,4.427708,24
29289,3.422928,30
29290,4.260387,21
29291,3.152767,30
29292,3.228524,30
29293,4.024999,26
29294,3.29844,30
29295,3.254961,30
29296,3.235364,30
29297,3.219755,30
29298,1.902683,30
29299,3.199763,30
29300,3.409441,30
29301,3.168616,15
29302,3.197647,30
29303,3.241723,30
29304,4.253358,27
29305,3.316912,30
29306,3.307932,30
29307,3.374562,30
29308,3.41722,30
29309,4.383913,21
29310,3.324956,30
29311,3.001472,15
29312,3.007079,13
29313,4.400306,27
29314,2.881708,30
29315,4.173424,29
29316,3.384775,30
29317,3.36988,30
29318,4.259556,27
29319,4.207249,15
29320,4.328139,27
29321,3.430439,30
29322,0.895563,30
29323,3.004666,18
29324,3.266215,30
29325,1.897485,30
29326,3.322952,30
29327,2.005362,26
29328,2.953232,30
29329,3.269676,30
29330,3.145024,21
29331,1.30979,30
29332,3.330236,30
29333,3.315456,30
29334,4.030832,15
29335,4.427915,21
29336,3.253528,30
29337,3.11146,30
29338,1.337873,30
29339,4.066844,22
29340,3.231284,30
29341,3.313613,30
29342,3.39243,30
29343,3.397662,30
29344,3.397,30
29345,1.319491,30
29346,3.392605,30
29347,2.024074,30
29348,4.21037,23
29349,3.890921,30
29350,2.281154,28
29351,4.150332,25
29352,3.371117,30
29353,3.306421,30
29354,4.125241,28
29355,3.448678,30
29356,3.84384,26
29357,3.647333,23
29358,3.267872,30
29359,3.291324,30
29360,3.301124,30
29361,3.405587,30
29362,4.1374,22
29363,3.008775,14
29364,3.330324,30
29365,3.155726,30
29366,1.352985,30
29367,3.397794,30
29368,4.163349,24
29369,3.243486,30
29370,4.118887,23
29371,3.377223,30
29372,4.280327,25
29373,2.285939,20
29374,3.216096,30
29375,3.436149,30
29376,2.089382,30
29377,4.135556,24
29378,4.289075,25
29379,2.861295,30
29380,3.392148,30
29381,3.264155,30
29382,3.398912,30
29383,3.323703,30
29384,4.367692,21
29385,4.094597,19
29386,1.478215,27
29387,3.126381,30
29388,3.049129,30
29389,4.014504,19
29390,3.167759,30
29391,4.067308,28
29392,3.260524,30
29393,2.58078,22
29394,1.321935,30
29395,3.233427,30
29396,4.389942,23
29397,2.335558,17
29398,4.391846,30
29399,3.33956,30
29400,3.000212,30
29401,2.630157,30
29402,4.381077,27
29403,3.256374,30
29404,4.226429,30
29405,0.276724,30
29406,3.930673,30
29407,3.97424,29
29408,2.087767,30
29409,4.094524,14
29410,3.31311,30
29411,1.918804,27
29412,4.333396,24
29413,4.211439,25
29414,3.268382,30
29415,3.983147,13
29416,4.266039,17
29417,2.79023,30
29418,3.641936,20
29419,3.671451,24
29420,3.162265,13
29421,4.115253,22
29422,3.346687,30
29423,1.65228,22
29424,1.846125,30
29425,3.320507,30
29426,4.014827,17
29427,4.14161,21
29428,3.237825,30
29429,2.13568,14
29430,2.059057,30
29431,3.958266,25
29432,3.21166,20
29433,4.347831,19
29434,3.004348,29
29435,4.285505,14
29436,3.363075,30
29437,3.340888,30
29438,3.372898,30
29439,3.412145,30
29440,3.40498,30
29441,4.254259,29
29442,3.346912,30
29443,3.275534,30
